incident_id,batch_id,equip_id,plant_id,reason,timestamp,severity
INC-000150,BCH-00170,EQ-102,PLT-001,Unusual vibration,2024-03-31 03:04:13,Low
INC-000151,BCH-00171,EQ-102,PLT-001,Pressure deviation,2024-03-31 06:23:15,High
INC-000152,BCH-00171,EQ-102,PLT-001,Operator near-miss,2024-03-31 06:12:36,Medium
INC-000153,BCH-00172,EQ-103,PLT-001,Unusual vibration,2024-03-31 13:00:09,High
INC-000154,BCH-00172,EQ-104,PLT-001,Operator near-miss,2024-03-31 16:49:16,Medium
INC-000155,BCH-00173,EQ-102,PLT-001,Strange noise,2024-04-01 00:33:45,Medium
INC-000156,BCH-00175,EQ-102,PLT-001,Operator near-miss,2024-04-01 07:43:08,Low
INC-000157,BCH-00176,EQ-101,PLT-001,Unusual vibration,2024-04-01 08:33:21,Low
INC-000158,BCH-00176,EQ-101,PLT-001,Operator near-miss,2024-04-01 09:28:30,Medium
INC-000159,BCH-00176,EQ-104,PLT-001,Unusual vibration,2024-04-01 13:40:01,Medium
INC-000160,BCH-00178,EQ-103,PLT-001,Strange noise,2024-04-02 08:45:47,Low
INC-000161,BCH-00179,EQ-102,PLT-001,Pressure deviation,2024-04-03 05:24:41,High
INC-000162,BCH-00179,EQ-103,PLT-001,Strange noise,2024-04-03 07:53:35,High
INC-000163,BCH-00180,EQ-101,PLT-001,Strange noise,2024-04-04 18:47:07,Low
INC-000164,BCH-00180,EQ-103,PLT-001,Pressure deviation,2024-04-04 21:50:22,Medium
INC-000165,BCH-00181,EQ-102,PLT-001,Strange noise,2024-04-05 20:14:13,Low
INC-000166,BCH-00181,EQ-103,PLT-001,Pressure deviation,2024-04-05 22:27:11,Medium
INC-000167,BCH-00183,EQ-102,PLT-001,Pressure deviation,2024-04-06 08:48:25,Low
INC-000168,BCH-00183,EQ-104,PLT-001,Operator near-miss,2024-04-06 13:44:47,Low
INC-000169,BCH-00184,EQ-102,PLT-001,Pressure deviation,2024-04-06 15:56:36,Medium
INC-000170,BCH-00185,EQ-101,PLT-001,Strange noise,2024-04-06 21:22:04,Medium
INC-000171,BCH-00185,EQ-103,PLT-001,Pressure deviation,2024-04-07 00:04:24,Medium
INC-000172,BCH-00185,EQ-103,PLT-001,Pressure deviation,2024-04-07 01:33:47,Low
INC-000173,BCH-00186,EQ-101,PLT-001,Pressure deviation,2024-04-06 22:14:50,Low
INC-000174,BCH-00187,EQ-102,PLT-001,Pressure deviation,2024-04-07 01:03:35,Low
INC-000175,BCH-00187,EQ-102,PLT-001,Unusual vibration,2024-04-07 00:50:45,Medium
INC-000176,BCH-00187,EQ-103,PLT-001,Strange noise,2024-04-07 04:14:03,Medium
INC-000177,BCH-00188,EQ-104,PLT-001,Strange noise,2024-04-07 05:02:26,Low
INC-000178,BCH-00189,EQ-101,PLT-001,Operator near-miss,2024-04-07 01:48:52,Low
INC-000179,BCH-00190,EQ-104,PLT-001,Strange noise,2024-04-07 19:55:49,Low
INC-000180,BCH-00192,EQ-101,PLT-001,Operator near-miss,2024-04-07 15:04:46,Medium
INC-000181,BCH-00192,EQ-104,PLT-001,Temperature spike,2024-04-07 19:14:52,Low
INC-000182,BCH-00192,EQ-104,PLT-001,Temperature spike,2024-04-07 20:51:40,Low
INC-000183,BCH-00193,EQ-103,PLT-001,Operator near-miss,2024-04-08 01:30:48,Medium
INC-000184,BCH-00194,EQ-101,PLT-001,Unusual vibration,2024-04-08 04:17:00,High
INC-000185,BCH-00194,EQ-103,PLT-001,Strange noise,2024-04-08 08:06:30,Low
INC-000186,BCH-00194,EQ-103,PLT-001,Strange noise,2024-04-08 09:00:13,High
INC-000187,BCH-00194,EQ-104,PLT-001,Strange noise,2024-04-08 09:43:49,Medium
INC-000188,BCH-00194,EQ-104,PLT-001,Operator near-miss,2024-04-08 09:51:18,Medium
INC-000189,BCH-00195,EQ-104,PLT-001,Temperature spike,2024-04-09 00:32:31,Low
INC-000190,BCH-00196,EQ-101,PLT-001,Pressure deviation,2024-04-09 02:05:51,Medium
INC-000191,BCH-00197,EQ-104,PLT-001,Pressure deviation,2024-04-09 13:36:59,Low
INC-000192,BCH-00199,EQ-101,PLT-001,Operator near-miss,2024-04-10 07:03:19,Low
INC-000193,BCH-00200,EQ-101,PLT-001,Temperature spike,2024-04-10 09:38:15,Low
INC-000194,BCH-00200,EQ-101,PLT-001,Temperature spike,2024-04-10 09:55:36,Low
INC-000195,BCH-00200,EQ-103,PLT-001,Operator near-miss,2024-04-10 11:54:56,Low
INC-000196,BCH-00201,EQ-104,PLT-001,Unusual vibration,2024-04-10 20:13:02,High
INC-000197,BCH-00204,EQ-101,PLT-001,Temperature spike,2024-04-11 15:52:31,Low
INC-000198,BCH-00205,EQ-102,PLT-001,Pressure deviation,2024-04-11 22:14:13,Low
INC-000199,BCH-00205,EQ-103,PLT-001,Operator near-miss,2024-04-11 23:09:47,High
INC-000200,BCH-00206,EQ-101,PLT-001,Strange noise,2024-04-12 01:05:37,Low
INC-000201,BCH-00206,EQ-104,PLT-001,Operator near-miss,2024-04-12 07:09:47,Low
INC-000202,BCH-00207,EQ-101,PLT-001,Strange noise,2024-04-13 12:03:22,Medium
INC-000203,BCH-00207,EQ-103,PLT-001,Temperature spike,2024-04-13 13:43:50,Low
INC-000204,BCH-00208,EQ-101,PLT-001,Unusual vibration,2024-04-14 11:31:48,Low
INC-000205,BCH-00209,EQ-103,PLT-001,Unusual vibration,2024-04-15 00:48:27,Low
INC-000206,BCH-00209,EQ-103,PLT-001,Temperature spike,2024-04-15 02:25:41,Medium
INC-000207,BCH-00210,EQ-101,PLT-001,Unusual vibration,2024-04-15 18:57:35,Low
INC-000208,BCH-00210,EQ-101,PLT-001,Pressure deviation,2024-04-15 19:14:19,Low
INC-000209,BCH-00210,EQ-102,PLT-001,Temperature spike,2024-04-15 21:09:52,Low
INC-000210,BCH-00210,EQ-103,PLT-001,Pressure deviation,2024-04-15 22:14:39,Medium
INC-000211,BCH-00211,EQ-101,PLT-001,Strange noise,2024-04-18 02:37:43,Low
INC-000212,BCH-00211,EQ-101,PLT-001,Unusual vibration,2024-04-18 03:02:50,Low
INC-000213,BCH-00211,EQ-103,PLT-001,Temperature spike,2024-04-18 05:22:19,Low
INC-000214,BCH-00214,EQ-102,PLT-001,Operator near-miss,2024-04-19 12:29:42,Low
INC-000215,BCH-00215,EQ-102,PLT-001,Pressure deviation,2024-04-19 17:19:23,Low
INC-000216,BCH-00215,EQ-102,PLT-001,Unusual vibration,2024-04-19 17:29:51,High
INC-000217,BCH-00215,EQ-104,PLT-001,Operator near-miss,2024-04-19 22:27:45,Low
INC-000218,BCH-00217,EQ-102,PLT-001,Operator near-miss,2024-04-20 02:11:18,Medium
INC-000219,BCH-00217,EQ-104,PLT-001,Unusual vibration,2024-04-20 06:19:10,Medium
INC-000220,BCH-00217,EQ-104,PLT-001,Temperature spike,2024-04-20 04:27:07,Low
INC-000221,BCH-00218,EQ-101,PLT-001,Strange noise,2024-04-21 01:58:02,Low
INC-000222,BCH-00218,EQ-102,PLT-001,Unusual vibration,2024-04-21 03:17:32,Medium
INC-000223,BCH-00219,EQ-101,PLT-001,Pressure deviation,2024-04-21 14:22:18,High
INC-000224,BCH-00221,EQ-101,PLT-001,Operator near-miss,2024-04-22 10:16:50,Low
INC-000225,BCH-00222,EQ-102,PLT-001,Temperature spike,2024-04-22 17:48:50,Low
INC-000226,BCH-00223,EQ-103,PLT-001,Unusual vibration,2024-04-23 04:42:39,Low
INC-000227,BCH-00224,EQ-104,PLT-001,Temperature spike,2024-04-24 04:56:02,Medium
INC-000228,BCH-00225,EQ-102,PLT-001,Strange noise,2024-04-24 03:11:40,Low
INC-000229,BCH-00225,EQ-103,PLT-001,Pressure deviation,2024-04-24 05:22:10,Low
INC-000230,BCH-00226,EQ-104,PLT-001,Operator near-miss,2024-04-24 20:15:57,Medium
INC-000231,BCH-00228,EQ-103,PLT-001,Operator near-miss,2024-04-25 05:02:50,Low
INC-000232,BCH-00229,EQ-102,PLT-001,Unusual vibration,2024-04-25 10:05:06,Low
INC-000233,BCH-00229,EQ-103,PLT-001,Operator near-miss,2024-04-25 13:14:43,High
INC-000234,BCH-00230,EQ-101,PLT-001,Pressure deviation,2024-04-25 14:11:50,Medium
INC-000235,BCH-00230,EQ-102,PLT-001,Temperature spike,2024-04-25 14:45:16,Low
INC-000236,BCH-00230,EQ-102,PLT-001,Strange noise,2024-04-25 15:05:05,Low
INC-000237,BCH-00231,EQ-101,PLT-001,Temperature spike,2024-04-26 21:05:13,Low
INC-000238,BCH-00231,EQ-101,PLT-001,Strange noise,2024-04-26 20:53:06,Medium
INC-000239,BCH-00231,EQ-102,PLT-001,Unusual vibration,2024-04-26 22:14:24,Low
INC-000240,BCH-00231,EQ-102,PLT-001,Pressure deviation,2024-04-26 22:28:03,Medium
INC-000241,BCH-00231,EQ-103,PLT-001,Pressure deviation,2024-04-27 00:53:14,High
INC-000242,BCH-00232,EQ-101,PLT-001,Operator near-miss,2024-04-28 12:12:43,Medium
INC-000243,BCH-00232,EQ-101,PLT-001,Unusual vibration,2024-04-28 11:09:01,Low
INC-000244,BCH-00232,EQ-104,PLT-001,Strange noise,2024-04-28 19:31:48,Low
INC-000245,BCH-00233,EQ-101,PLT-001,Operator near-miss,2024-04-29 11:35:37,Medium
INC-000246,BCH-00233,EQ-103,PLT-001,Unusual vibration,2024-04-29 14:21:09,Medium
INC-000247,BCH-00233,EQ-104,PLT-001,Temperature spike,2024-04-29 17:36:33,Medium
INC-000248,BCH-00233,EQ-104,PLT-001,Temperature spike,2024-04-29 17:42:57,Low
INC-000249,BCH-00234,EQ-101,PLT-001,Operator near-miss,2024-04-29 22:59:21,High
INC-000250,BCH-00234,EQ-103,PLT-001,Operator near-miss,2024-04-30 04:30:36,High
INC-000251,BCH-00235,EQ-104,PLT-001,Temperature spike,2024-04-30 22:16:36,Medium
INC-000252,BCH-00235,EQ-104,PLT-001,Unusual vibration,2024-04-30 21:43:32,Low
INC-000253,BCH-00236,EQ-101,PLT-001,Operator near-miss,2024-04-30 21:46:46,Medium
INC-000254,BCH-00237,EQ-102,PLT-001,Unusual vibration,2024-05-01 11:07:23,Low
INC-000255,BCH-00238,EQ-101,PLT-001,Strange noise,2024-05-02 12:32:51,Low
INC-000256,BCH-00239,EQ-102,PLT-001,Temperature spike,2024-05-02 21:22:28,Low
INC-000257,BCH-00241,EQ-104,PLT-001,Temperature spike,2024-05-03 19:16:43,High
INC-000258,BCH-00242,EQ-104,PLT-001,Unusual vibration,2024-05-04 07:13:47,Medium
INC-000259,BCH-00243,EQ-102,PLT-001,Unusual vibration,2024-05-04 09:38:56,Low
INC-000260,BCH-00244,EQ-104,PLT-001,Temperature spike,2024-05-04 14:50:36,Low
INC-000261,BCH-00245,EQ-102,PLT-001,Unusual vibration,2024-05-04 18:33:40,Low
INC-000262,BCH-00245,EQ-102,PLT-001,Strange noise,2024-05-04 18:35:49,Low
INC-000263,BCH-00245,EQ-103,PLT-001,Unusual vibration,2024-05-04 22:17:41,Medium
INC-000264,BCH-00246,EQ-103,PLT-001,Pressure deviation,2024-05-07 00:27:12,Medium
INC-000265,BCH-00246,EQ-104,PLT-001,Operator near-miss,2024-05-07 03:18:32,Low
INC-000266,BCH-00250,EQ-103,PLT-001,Operator near-miss,2024-05-13 11:03:36,Low
INC-000267,BCH-00250,EQ-104,PLT-001,Strange noise,2024-05-13 13:37:57,Low
INC-000268,BCH-00251,EQ-103,PLT-001,Operator near-miss,2024-05-15 03:56:01,Low
INC-000269,BCH-00251,EQ-103,PLT-001,Temperature spike,2024-05-15 03:35:54,Low
INC-000270,BCH-00252,EQ-102,PLT-001,Temperature spike,2024-05-15 07:39:12,Medium
INC-000271,BCH-00253,EQ-101,PLT-001,Pressure deviation,2024-05-15 09:35:03,Medium
INC-000272,BCH-00253,EQ-101,PLT-001,Operator near-miss,2024-05-15 10:25:21,Medium
INC-000273,BCH-00253,EQ-104,PLT-001,Temperature spike,2024-05-15 16:32:08,Medium
INC-000274,BCH-00253,EQ-104,PLT-001,Strange noise,2024-05-15 16:05:03,Medium
INC-000275,BCH-00254,EQ-102,PLT-001,Strange noise,2024-05-18 09:23:51,Medium
INC-000276,BCH-00255,EQ-104,PLT-001,Unusual vibration,2024-05-18 18:19:26,Low
INC-000277,BCH-00255,EQ-104,PLT-001,Temperature spike,2024-05-18 16:55:20,Medium
INC-000278,BCH-00256,EQ-101,PLT-001,Strange noise,2024-05-18 10:58:12,Low
INC-000279,BCH-00256,EQ-104,PLT-001,Unusual vibration,2024-05-18 17:43:41,Medium
INC-000280,BCH-00256,EQ-104,PLT-001,Unusual vibration,2024-05-18 17:12:44,Medium
INC-000281,BCH-00257,EQ-101,PLT-001,Operator near-miss,2024-05-18 12:12:25,Low
INC-000282,BCH-00257,EQ-102,PLT-001,Operator near-miss,2024-05-18 13:33:48,Low
INC-000283,BCH-00260,EQ-102,PLT-001,Unusual vibration,2024-05-19 02:11:33,High
INC-000284,BCH-00260,EQ-103,PLT-001,Temperature spike,2024-05-19 04:24:55,Medium
INC-000285,BCH-00260,EQ-104,PLT-001,Temperature spike,2024-05-19 05:15:13,Low
INC-000286,BCH-00261,EQ-101,PLT-001,Strange noise,2024-05-19 11:06:27,Medium
